n features,dimensions,c,iterations
100,2,0.2,542
100,2,0.2,39
100,2,0.2,11
100,2,0.2,19
100,2,0.2,12
100,2,0.2,2
100,2,0.2,33
100,2,0.2,809
100,2,0.2,41
100,2,0.2,140
100,2,0.2,12
100,2,0.2,16
100,2,0.2,175
100,2,0.2,34
100,2,0.2,2
100,2,0.2,6924
100,2,0.2,64
100,2,0.4,2
100,2,0.4,50
100,2,0.4,19
100,2,0.4,255
100,2,0.4,29
100,2,0.4,246
100,2,0.4,5
100,2,0.4,17
100,2,0.4,27
100,2,0.4,616
100,2,0.4,580
100,2,0.4,4
100,2,0.4,10000
100,2,0.4,76
100,2,0.4,12
100,2,0.4,68
100,2,0.4,15
100,2,0.4,52
100,2,0.4,15
100,2,0.4,7
100,2,0.4,26
100,2,0.4,40
100,2,0.4,20
100,2,0.4,345
100,2,0.4,32
100,2,0.4,13
100,2,0.4,10
100,2,0.4,34
100,2,0.4,28
100,2,0.4,11
100,2,0.4,3
100,2,0.4,117
100,2,0.4,91
100,2,0.4,17
100,2,0.4,21
100,2,0.4,8
100,2,0.4,10
100,2,0.4,2993
100,2,0.4,3
100,2,0.4,38
100,2,0.4,40
100,2,0.4,48
100,2,0.4,19
100,2,0.4,101
100,2,0.4,2
100,2,0.4,41
100,2,0.4,57
100,2,0.4,17
100,2,0.4,878
100,2,0.4,39
100,2,0.4,16
100,2,0.4,5
100,2,0.4,6
100,2,0.4,25
100,2,0.4,36
100,2,0.4,26
100,2,0.4,30
100,2,0.4,1638
100,2,0.4,290
100,2,0.4,289
100,2,0.4,36
100,2,0.4,5
100,2,0.4,79
100,2,0.4,328
100,2,0.4,687
100,2,0.4,204
100,2,0.4,257
100,2,0.4,2
100,2,0.4,13
100,2,0.4,5
100,2,0.4,28
100,2,0.4,177
100,2,0.4,105
100,2,0.4,10
100,2,0.4,228
100,2,0.4,181
100,2,0.4,12
100,2,0.4,594
100,2,0.4,34
100,2,0.4,61
100,2,0.4,358
100,2,0.4,41
100,2,0.4,26
100,2,0.4,17
100,2,0.4,239
100,2,0.4,675
100,2,0.4,53
100,2,0.4,72
100,2,0.4,2
100,2,0.4,217
100,2,0.4,252
100,2,0.4,16
100,2,0.4,10000
100,2,0.4,23
100,2,0.4,55
100,2,0.4,296
100,2,0.4,270
100,2,0.4,235
100,2,0.4,3
100,2,0.4,27
100,2,0.4,181
100,2,0.4,102
100,2,0.4,12
100,2,0.4,8
100,2,0.4,14
100,2,0.4,121
100,2,0.4,23
100,2,0.4,9
100,2,0.4,197
100,2,0.4,60
100,2,0.4,24
100,2,0.4,23
100,2,0.4,367
100,2,0.4,7
100,2,0.4,3
100,2,0.4,341
100,2,0.4,757
100,2,0.4,715
100,2,0.4,32
100,2,0.4,301
100,2,0.4,6
100,2,0.4,44
100,2,0.4,35
100,2,0.4,463
100,2,0.4,3
100,2,0.4,6
100,2,0.4,40
100,2,0.4,24
100,2,0.4,253
100,2,0.4,7
100,2,0.4,8
100,2,0.4,140
100,2,0.4,108
100,2,0.4,16
100,2,0.4,3
100,2,0.4,11
100,2,0.4,22
100,2,0.4,114
100,2,0.4,523
100,2,0.4,10
100,2,0.4,1931
100,2,0.4,309
100,2,0.4,81
100,2,0.4,23
100,2,0.4,8
100,2,0.4,136
100,2,0.4,71
100,2,0.4,24
100,2,0.4,980
100,2,0.4,2318
100,2,0.4,34
100,2,0.4,5170
100,2,0.4,70
100,2,0.4,3
100,2,0.4,64
100,2,0.4,3
100,2,0.4,686
100,2,0.4,68
100,2,0.4,41
100,2,0.4,376
100,2,0.4,83
100,2,0.4,62
100,2,0.4,1211
100,2,0.4,42
