n features,dimensions,c,iterations
100,2,0.2,11
100,2,0.2,3
100,2,0.2,19
100,2,0.2,3
100,2,0.2,4
100,2,0.2,5
100,2,0.2,2
100,2,0.2,2
100,2,0.2,5
100,2,0.2,3
100,2,0.2,18
100,2,0.2,12
100,2,0.2,2
100,2,0.2,2
100,2,0.2,27
100,2,0.2,27
100,2,0.2,6
100,2,0.2,3
100,2,0.2,3
100,2,0.2,13
100,2,0.2,2
100,2,0.2,5
100,2,0.2,4
100,2,0.2,4
100,2,0.2,3
100,2,0.2,6
100,2,0.2,2
100,2,0.2,3
100,2,0.2,4
100,2,0.2,2
100,2,0.2,9
100,2,0.2,2
100,2,0.2,2
100,2,0.2,5
100,2,0.2,2
100,2,0.2,10
100,2,0.2,4
100,2,0.2,14
100,2,0.2,3
100,2,0.2,7
100,2,0.2,3
100,2,0.2,3
100,2,0.2,2
100,2,0.2,2
100,2,0.2,2
100,2,0.2,2
100,2,0.2,5
100,2,0.2,3
100,2,0.2,3
100,2,0.2,2
100,2,0.2,3
100,2,0.2,4
100,2,0.2,4
100,2,0.2,18
100,2,0.2,188
100,2,0.2,2
100,2,0.2,9
100,2,0.2,5
100,2,0.2,4
100,2,0.2,8
100,2,0.2,4
100,2,0.2,2
100,2,0.2,15
100,2,0.2,10
100,2,0.2,2
100,2,0.2,4
100,2,0.2,12
100,2,0.2,4
100,2,0.2,4
100,2,0.2,4
100,2,0.2,3
100,2,0.2,4
100,2,0.2,2
100,2,0.2,5
100,2,0.2,4
100,2,0.2,166
100,2,0.2,2
100,2,0.2,2
100,2,0.2,3
100,2,0.2,3
100,2,0.2,2
100,2,0.2,2
100,2,0.2,2
100,2,0.2,6
100,2,0.2,3
100,2,0.2,4
100,2,0.2,5
100,2,0.2,4
100,2,0.2,3
100,2,0.2,23
100,2,0.2,19
100,2,0.2,4
100,2,0.2,5
100,2,0.2,3
100,2,0.2,4
100,2,0.2,5
100,2,0.2,2
100,2,0.2,7
100,2,0.2,3
100,2,0.2,70
100,2,0.2,3
100,2,0.2,9
100,2,0.2,21
100,2,0.2,3
100,2,0.2,2
100,2,0.2,2
100,2,0.2,2
100,2,0.2,9
100,2,0.2,13
100,2,0.2,3
100,2,0.2,15
100,2,0.2,129
100,2,0.2,7
100,2,0.2,3
100,2,0.2,7
100,2,0.2,5
100,2,0.2,3
100,2,0.2,2
100,2,0.2,21
100,2,0.2,7
100,2,0.2,2
100,2,0.2,2
100,2,0.2,376
100,2,0.2,48
100,2,0.2,10
100,2,0.2,4
100,2,0.2,2
100,2,0.2,4
100,2,0.2,10
100,2,0.2,9
100,2,0.2,43
100,2,0.2,4
100,2,0.2,4
100,2,0.2,3
100,2,0.2,3
100,2,0.2,70
100,2,0.2,5
100,2,0.2,6
100,2,0.2,2
100,2,0.2,2
100,2,0.2,2
100,2,0.2,4
100,2,0.2,2
100,2,0.2,2
100,2,0.2,2
100,2,0.2,2
100,2,0.2,3
100,2,0.2,3
100,2,0.2,28
100,2,0.2,7
100,2,0.2,6
100,2,0.2,11
100,2,0.2,3
100,2,0.2,10
100,2,0.2,2
100,2,0.2,2
100,2,0.2,3
100,2,0.2,2
100,2,0.2,2
100,2,0.2,2
100,2,0.2,416
100,2,0.2,2
100,2,0.2,2
100,2,0.2,3
100,2,0.2,14
100,2,0.2,3
100,2,0.2,3
100,2,0.2,9
100,2,0.2,2
100,2,0.2,4
100,2,0.2,3
100,2,0.2,3
100,2,0.2,21
100,2,0.2,2
100,2,0.2,12
100,2,0.2,2
100,2,0.2,2
100,2,0.2,3
100,2,0.2,6
100,2,0.2,2
100,2,0.2,5
100,2,0.2,6
100,2,0.2,2
100,2,0.2,4
100,2,0.2,2
100,2,0.2,2
100,2,0.2,6
100,2,0.2,2
100,2,0.2,6
100,2,0.2,6
100,2,0.2,11
100,2,0.2,2
100,2,0.2,2
100,2,0.2,2
100,2,0.2,8
100,2,0.2,3
100,2,0.2,2
100,2,0.2,2
100,2,0.2,5
100,2,0.2,3
100,2,0.2,3
100,2,0.2,2
100,2,0.2,2
100,2,0.2,2
100,2,0.2,3
100,2,0.2,2
100,2,0.2,12
100,2,0.2,5
100,2,0.2,11
100,2,0.2,7
100,2,0.2,2
100,2,0.2,2
100,2,0.2,2
100,2,0.2,18
100,2,0.2,3
100,2,0.2,2
100,2,0.2,4
100,2,0.2,2
100,2,0.2,4
100,2,0.2,2
100,2,0.2,4
100,2,0.2,3
100,2,0.2,2
100,2,0.2,11
100,2,0.2,22
100,2,0.2,8
100,2,0.2,2
100,2,0.2,4
100,2,0.2,3
100,2,0.2,5
100,2,0.2,3
100,2,0.2,2
100,2,0.2,3
100,2,0.2,2
100,2,0.2,8
100,2,0.2,3
100,2,0.2,3
100,2,0.2,50
100,2,0.2,9
100,2,0.2,3
100,2,0.2,2
100,2,0.2,2
100,2,0.2,135
100,2,0.2,7
100,2,0.2,2
100,2,0.2,6
100,2,0.2,9
100,2,0.2,5
100,2,0.2,4
100,2,0.2,2
100,2,0.2,4
100,2,0.2,4
100,2,0.2,4
100,2,0.2,5
100,2,0.2,2
100,2,0.2,2
100,2,0.2,2
100,2,0.2,3
100,2,0.2,5
100,2,0.2,3
100,2,0.2,2
100,2,0.2,2
100,2,0.2,2
100,2,0.2,2
100,2,0.2,2
100,2,0.2,3
100,2,0.2,2
100,2,0.2,2
100,2,0.2,7
100,2,0.2,2
100,2,0.2,4
100,2,0.2,8
100,2,0.2,4
100,2,0.2,11
100,2,0.2,5
100,2,0.2,2
100,2,0.2,2
100,2,0.2,6
100,2,0.2,6
100,2,0.2,3
100,2,0.2,2
100,2,0.2,3
100,2,0.2,4
100,2,0.2,4
100,2,0.2,3
100,2,0.2,3
100,2,0.2,2
100,2,0.2,2
100,2,0.2,3
100,2,0.2,4
100,2,0.2,3
100,2,0.2,3
100,2,0.2,2
100,2,0.2,2
100,2,0.2,3
100,2,0.2,2
100,2,0.2,4
100,2,0.2,3
100,2,0.2,4
100,2,0.2,2
100,2,0.2,3
100,2,0.2,4
100,2,0.2,5
100,2,0.2,19
100,2,0.2,382
100,2,0.2,2
100,2,0.2,16
100,2,0.2,7
100,2,0.2,597
100,2,0.2,6
100,2,0.2,7
100,2,0.2,9
100,2,0.2,5
100,2,0.2,3
100,2,0.2,5
100,2,0.2,18
100,2,0.2,3
100,2,0.2,2
100,2,0.2,5
100,2,0.2,7
100,2,0.2,4
100,2,0.2,7
